width,depth,curvature,point_count,label
0.0217,0.0016,27.8786,6,
0.2401,0.0801,10.9167,14,
0.5486,0.0423,4.9392,69,
0.1366,0.0099,5.0633,6,
0.0103,0.0018,305.7553,13,
0.0245,0.0011,21.1928,6,
0.2256,0.0728,10.9360,13,
0.3929,0.0377,5.0514,55,
0.0093,0.0019,248.3024,13,
0.0246,0.0012,17.7947,6,
0.2443,0.0578,10.3387,14,
0.3279,0.0408,10.4870,48,
0.1711,0.0506,10.3870,4,
0.0089,0.0023,271.7685,13,
0.0245,0.0006,9.9087,6,
0.2178,0.0721,11.4491,13,
0.3216,0.0440,9.0995,48,
0.1741,0.0514,10.1835,4,
0.0087,0.0041,317.7031,13,
0.0224,0.0011,17.1263,6,
0.2444,0.0766,10.8237,14,
0.3008,0.0482,6.6363,46,
0.1493,0.0531,13.9173,4,
0.0120,0.0040,198.5794,13,
0.0381,0.0024,13.5381,6,
0.2414,0.0771,10.5606,14,
0.2747,0.0410,5.0632,39,
0.0144,0.0027,152.4839,13,
0.0207,0.0017,44.6806,6,
0.2421,0.0633,11.2918,14,
0.0514,0.0020,8.5197,9,
0.1603,0.0283,14.4242,4,
0.0111,0.0041,188.6125,13,
0.0303,0.0020,18.1826,6,
0.2348,0.0887,10.7855,14,
0.1742,0.0525,10.3530,4,
0.0082,0.0021,288.5848,12,
0.0181,0.0013,37.1858,6,
0.2237,0.0749,10.9431,13,
0.0091,0.0016,356.1925,13,
0.0190,0.0010,22.4903,6,
0.2416,0.0701,10.9389,14,
0.0111,0.0028,244.9769,12,
0.0332,0.0006,6.8375,6,
0.2380,0.0634,10.6918,14,
0.0082,0.0031,300.4599,13,
0.0355,0.0013,13.5620,7,
0.2214,0.0803,11.3997,13,
0.0082,0.0027,346.4339,13,
0.0345,0.0014,94.4991,7,
0.2535,0.0579,11.1253,14,
0.0083,0.0039,358.1467,13,
0.0192,0.0010,36.6921,5,
0.2444,0.0711,10.9399,14,
0.0134,0.0044,174.3531,13,
0.0311,0.0014,11.3635,6,
0.2374,0.0737,11.2825,14,
0.0109,0.0041,201.0483,14,
0.0165,0.0004,14.1307,5,
0.2385,0.0694,10.8157,14,
0.0083,0.0042,318.6375,13,
0.0263,0.0007,9.5449,6,
0.2362,0.0762,11.0260,14,
0.0084,0.0035,307.4931,13,
0.0180,0.0009,21.5486,6,
0.2278,0.0729,10.8894,13,
0.0087,0.0058,281.1899,13,
0.0217,0.0014,31.7579,6,
0.2421,0.0768,10.7567,14,
0.0083,0.0037,348.7681,13,
0.0361,0.0008,10.1203,6,
0.2440,0.0751,11.0315,14,
0.0087,0.0063,270.4160,13,
0.0332,0.0014,13.8780,6,
0.2270,0.0750,10.8824,13,
0.1542,0.0280,13.0824,4,
0.0082,0.0044,302.9292,13,
0.0322,0.0016,12.7148,6,
0.2502,0.0548,10.4054,14,
0.0095,0.0048,255.7549,13,
0.0330,0.0011,10.5575,6,
0.2457,0.0726,10.2746,14,
0.0842,0.0013,1.7073,4,
0.0100,0.0031,202.6341,13,
0.0341,0.0007,21.7457,6,
0.2397,0.0724,10.8723,14,
0.1143,0.0017,7.4904,5,
0.0082,0.0036,305.7147,13,
0.0190,0.0004,39.7339,6,
0.2467,0.0694,10.9777,14,
0.0916,0.0073,11.8262,14,
0.1406,0.0056,2.6764,6,
0.0084,0.0032,259.5801,13,
0.0196,0.0023,79.6259,6,
0.2437,0.0750,10.8081,14,
0.3371,0.0571,10.0275,50,
0.1708,0.0038,1.9974,7,
0.0083,0.0011,232.3370,12,
0.0313,0.0012,16.6988,6,
0.2424,0.0775,10.7504,14,
0.4900,0.0732,3.9470,64,
0.2006,0.0041,1.8298,8,
0.0079,0.0019,253.8584,12,
0.0322,0.0005,42.7327,6,
0.2428,0.0618,10.8928,14,
0.5036,0.0722,4.4753,62,
0.2022,0.0028,1.8181,8,
0.0080,0.0015,369.5230,12,
0.0180,0.0013,37.2810,6,
0.2474,0.0646,10.8257,14,
0.5013,0.0628,3.9980,60,
0.1998,0.0022,0.4802,8,
0.1065,0.0369,19.1354,4,
0.0084,0.0021,212.2390,13,
0.0218,0.0009,42.9157,6,
0.2439,0.0708,10.6804,14,
0.4955,0.0777,6.6906,57,
0.2317,0.0021,0.7887,9,
0.0081,0.0031,270.6858,13,
0.0266,0.0005,14.1240,6,
0.2222,0.0681,11.1305,13,
0.4973,0.0717,7.2768,56,
0.2288,0.0022,0.4363,9,
0.0106,0.0024,186.5311,13,
0.0198,0.0007,14.6386,6,
0.2450,0.0565,10.7186,14,
0.4975,0.0712,6.6793,56,
0.2578,0.0043,1.6350,10,
0.0081,0.0035,318.3266,13,
0.0216,0.0013,30.6474,6,
0.2191,0.0756,11.3590,13,
0.4798,0.0536,4.9617,56,
0.2567,0.0017,1.1421,10,
0.0122,0.0028,233.1816,14,
0.0255,0.0015,23.0550,6,
0.2471,0.0698,10.5898,14,
0.4687,0.0587,5.5976,56,
0.2888,0.0023,0.2432,11,
0.0093,0.0056,277.7113,13,
0.0198,0.0019,38.2652,6,
0.2216,0.0838,11.3285,13,
0.4664,0.0821,6.1422,56,
0.2912,0.0020,0.3172,11,
0.0088,0.0033,263.7474,13,
0.0322,0.0003,8.9360,6,
0.2455,0.0807,10.6201,14,
0.4697,0.1286,7.8763,50,
0.3155,0.0091,0.9135,12,
0.1612,0.0286,11.8541,4,
0.0082,0.0022,345.7090,13,
0.0255,0.0008,10.7217,6,
0.2332,0.0706,10.1947,13,
0.4769,0.1452,6.2968,42,
0.2893,0.0018,0.4108,11,
0.1262,0.0344,13.7949,4,
0.0085,0.0040,288.0443,12,
0.0199,0.0007,14.1883,6,
0.2406,0.0692,11.1812,14,
0.3165,0.0701,5.8452,36,
0.2871,0.0027,1.0103,11,
0.1681,0.0288,9.9757,4,
0.0115,0.0062,223.1112,13,
0.0372,0.0014,12.2578,6,
0.2390,0.0739,10.5369,14,
0.2801,0.0660,6.1892,32,
0.3178,0.0016,0.2326,12,
0.0086,0.0044,301.4612,13,
0.0176,0.0007,21.6012,6,
0.2266,0.0699,10.6566,13,
0.2685,0.0640,6.3771,32,
0.3151,0.0029,0.6122,12,
0.0081,0.0057,288.2706,13,
0.0257,0.0005,10.6761,6,
0.2200,0.0737,11.1959,13,
0.2872,0.0665,5.9362,35,
0.3211,0.0029,3.1821,12,
0.1578,0.0398,10.1730,4,
0.0092,0.0022,196.1717,13,
0.0332,0.0011,22.5680,6,
0.2526,0.0760,9.9419,14,
0.2980,0.0741,5.7493,36,
0.3458,0.0047,1.0317,13,
0.1582,0.0530,12.5243,4,
0.0115,0.0057,227.8887,13,
0.0403,0.0027,14.5129,7,
0.2422,0.0793,10.7534,14,
0.2862,0.0694,5.9979,35,
0.3216,0.0023,0.6858,12,
0.0297,0.0058,68.2506,13,
0.0364,0.0009,24.8293,7,
0.2555,0.0535,9.9043,14,
0.4811,0.1538,3.9615,48,
0.3489,0.0038,0.3416,13,
0.0097,0.0059,239.1862,13,
0.0541,0.0024,8.0222,7,
0.2202,0.0743,11.3182,13,
0.4627,0.1392,3.9008,51,
0.3439,0.0061,0.5363,13,
0.0232,0.0051,96.6616,13,
0.0391,0.0015,8.9097,6,
0.2398,0.0792,10.7276,14,
0.4692,0.1318,3.7440,54,
0.3448,0.0017,0.2740,13,
0.0085,0.0015,269.6000,13,
0.0236,0.0013,23.7753,6,
0.2408,0.0766,10.8913,14,
0.4764,0.1308,3.7491,55,
0.3140,0.0019,0.3523,12,
0.0904,0.0314,21.6697,4,
0.0082,0.0034,333.9784,13,
0.0326,0.0008,19.3417,7,
0.2421,0.0718,10.7512,14,
0.4723,0.1314,3.7437,54,
0.3471,0.0023,0.2539,13,
0.1385,0.0553,15.1129,4,
0.0086,0.0052,301.3015,13,
0.0208,0.0004,9.1249,6,
0.2388,0.0769,11.1000,14,
0.4642,0.1079,3.7309,54,
0.3202,0.0019,0.3049,12,
0.1473,0.0372,11.0467,4,
0.0084,0.0022,297.5980,13,
0.0371,0.0033,19.4664,6,
0.2486,0.0725,10.3522,14,
0.4659,0.1014,4.7704,54,
0.3201,0.0016,0.2085,12,
0.0842,0.0265,23.9066,4,
0.0085,0.0012,248.6992,13,
0.0254,0.0011,12.5039,6,
0.2288,0.0738,10.7294,13,
0.4748,0.0916,5.1167,54,
0.2881,0.0023,0.2710,11,
0.0110,0.0031,272.6175,14,
0.0243,0.0013,20.0355,6,
0.2302,0.0740,10.7674,13,
0.4777,0.0973,5.1049,54,
0.2887,0.0014,2.3875,11,
0.1523,0.0528,13.4712,4,
0.0076,0.0038,342.0542,12,
0.0256,0.0018,22.7202,6,
0.2277,0.0720,10.9507,13,
0.4562,0.0899,5.7987,53,
0.2892,0.0034,0.4393,11,
0.0101,0.0038,304.7366,14,
0.0571,0.0043,11.7579,7,
0.2449,0.0767,10.6828,14,
0.4849,0.1184,4.7750,54,
0.2603,0.0025,0.5204,10,
0.0082,0.0035,330.4840,13,
0.0210,0.0011,35.3866,6,
0.2443,0.0605,10.4390,14,
0.4854,0.1186,4.6499,54,
0.2561,0.0014,0.3557,10,
0.0097,0.0031,261.2489,14,
0.0174,0.0013,33.7764,5,
0.2428,0.0688,11.0033,14,
0.4681,0.1106,5.0279,53,
0.2531,0.0178,2.5200,10,
0.0122,0.0033,152.4789,13,
0.0443,0.0021,9.0384,7,
0.2509,0.0740,10.2408,14,
0.4823,0.1140,4.6056,54,
0.2285,0.0020,0.4948,9,
0.0087,0.0036,278.7750,13,
0.0236,0.0011,34.4594,6,
0.2389,0.0683,11.4996,14,
0.4616,0.1082,5.1893,53,
0.2308,0.0069,1.3737,9,
0.1107,0.0272,19.9491,4,
0.0078,0.0018,385.1848,12,
0.0410,0.0020,10.0976,6,
0.2635,0.0651,10.9059,14,
0.4718,0.1189,4.6929,54,
0.2293,0.0071,1.5048,9,
0.0102,0.0042,291.3631,14,
0.0169,0.0002,6.1043,6,
0.2417,0.0764,10.8367,14,
0.4744,0.1251,4.9069,54,
0.1983,0.0050,1.4424,8,
0.1675,0.0702,14.3216,26,
0.1235,0.0248,19.7937,4,
0.0086,0.0007,216.0362,13,
0.0532,0.0046,13.7584,7,
0.2462,0.0867,10.3369,14,
0.4621,0.1155,4.7958,54,
0.2091,0.0278,11.2958,37,
0.1751,0.0503,10.0346,4,
0.0126,0.0028,168.4400,13,
0.0341,0.0014,9.7444,6,
0.2212,0.0712,11.3089,13,
0.5206,0.1493,6.6770,62,
0.0103,0.0039,306.2187,13,
0.0433,0.0013,6.9746,7,
0.2249,0.0739,10.9598,13,
0.4222,0.1023,4.7847,50,
0.0906,0.0325,21.5063,13,
0.0095,0.0046,284.0251,13,
0.0176,0.0021,52.0696,5,
0.2399,0.0858,10.5427,14,
0.4939,0.0591,5.9620,61,
0.0087,0.0034,335.9812,13,
0.0201,0.0008,15.6130,6,
0.2309,0.0781,10.4398,13,
0.5004,0.0705,3.6334,61,
0.0084,0.0031,351.9583,13,
0.0473,0.0017,7.1347,7,
0.2379,0.0826,10.8904,14,
0.5007,0.0771,2.8993,60,
0.0090,0.0044,299.7434,13,
0.0332,0.0014,14.6987,6,
0.2288,0.0730,10.5783,13,
0.4960,0.1147,3.3203,60,
0.1731,0.0285,12.1675,4,
0.0077,0.0036,316.5768,12,
0.0361,0.0014,10.3347,6,
0.2513,0.0991,10.1464,14,
0.5304,0.1194,3.0506,63,
0.0098,0.0039,258.3360,14,
0.0462,0.0027,10.6267,7,
0.2427,0.0819,10.5451,14,
0.5426,0.1117,2.7358,65,
0.0114,0.0032,206.1620,14,
0.0207,0.0005,10.8222,6,
0.2409,0.0773,10.6937,14,
0.5500,0.1203,2.7278,67,
0.1433,0.0282,12.5975,4,
0.0083,0.0036,305.2449,13,
0.0351,0.0012,12.4768,6,
0.2461,0.0502,10.8931,14,
0.5648,0.1141,2.7301,68,
0.0110,0.0046,214.8370,14,
0.0492,0.0027,10.0118,7,
0.2436,0.0681,10.6828,14,
0.5248,0.0721,2.3340,60,
0.1483,0.0533,14.0724,4,
0.0084,0.0062,283.2458,13,
0.0217,0.0018,38.2898,6,
0.2390,0.0896,10.6604,14,
0.5203,0.0751,2.4322,58,
0.1492,0.0387,10.9542,4,
0.0081,0.0018,352.7883,13,
0.0274,0.0009,18.0364,6,
0.2312,0.0741,10.6725,13,
0.5238,0.0723,2.4392,53,
0.0081,0.0021,339.9852,13,
0.0198,0.0008,14.9641,6,
0.2447,0.0553,10.7338,14,
0.4363,0.0371,2.6579,46,
0.0082,0.0019,373.2301,13,
0.0414,0.0025,11.0185,7,
0.2507,0.0735,10.0979,14,
0.4055,0.0289,2.0305,41,
0.1303,0.0069,3.8134,6,
0.0136,0.0037,183.5861,14,
0.0274,0.0005,20.3736,6,
0.2411,0.0766,10.8724,14,
0.3558,0.0187,1.5225,31,
0.1150,0.0094,10.7041,12,
0.1363,0.0284,13.8170,4,
0.0090,0.0038,257.5258,13,
0.0303,0.0007,12.4620,6,
0.2369,0.0852,10.4667,14,
0.3275,0.0094,1.0906,24,
0.1690,0.0128,18.3292,20,
0.0099,0.0021,209.6753,13,
0.0180,0.0004,14.1875,6,
0.2434,0.0691,11.0712,14,
0.2775,0.0093,2.3716,18,
0.1833,0.0199,17.8683,21,
0.0097,0.0059,267.8646,13,
0.0198,0.0020,56.3769,6,
0.2412,0.0717,10.9671,14,
0.2854,0.0165,5.9855,16,
0.2191,0.0337,6.7055,27,
0.1691,0.0518,10.9399,4,
0.0088,0.0044,276.2117,13,
0.0272,0.0010,25.8957,6,
0.2286,0.0769,10.5931,13,
0.2143,0.0074,15.1984,13,
0.2437,0.0347,4.3052,29,
0.1553,0.0534,13.0999,4,
0.0078,0.0024,299.4174,12,
0.0235,0.0013,23.7315,6,
0.2398,0.0727,10.6339,14,
0.2149,0.0111,5.8846,12,
0.1208,0.0092,5.4857,21,
0.0451,0.0010,4.1807,4,
0.0090,0.0044,314.1161,13,
0.0492,0.0040,14.8133,7,
0.2479,0.0770,10.7797,14,
0.1769,0.0075,4.6315,11,
0.0620,0.0065,13.5203,11,
0.0410,0.0029,13.7747,4,
0.0100,0.0038,313.7601,14,
0.0390,0.0018,14.5799,6,
0.2276,0.0794,10.7873,13,
0.2011,0.0069,7.1779,11,
0.0311,0.0031,24.0824,6,
0.1186,0.0272,17.0728,4,
0.0085,0.0027,239.2854,13,
0.0264,0.0014,17.7242,6,
0.2658,0.0638,10.3088,14,
0.1661,0.0152,14.9928,9,
0.0308,0.0028,25.3731,6,
0.0094,0.0036,280.7470,14,
0.0226,0.0011,24.9342,6,
0.2384,0.0749,10.6659,14,
0.1717,0.0163,10.0200,8,
0.0277,0.0022,24.4559,4,
0.0089,0.0025,323.4938,13,
0.0303,0.0006,68.0236,6,
0.2430,0.0685,10.7939,14,
0.1020,0.0199,14.9125,6,
0.1172,0.0036,2.0391,5,
0.1642,0.0528,11.4577,4,
0.0087,0.0037,302.6719,13,
0.0224,0.0013,32.1797,6,
0.2418,0.0763,10.9022,14,
0.0542,0.0145,34.1609,4,
0.1697,0.0013,1.5650,7,
0.0078,0.0017,313.2110,12,
0.0512,0.0021,6.2019,7,
0.2421,0.0690,11.0895,14,
0.1223,0.0122,6.6032,6,
0.2017,0.0016,0.2871,8,
0.0085,0.0021,314.1406,13,
0.0361,0.0024,19.1474,6,
0.2370,0.0744,11.2603,14,
0.1519,0.0156,6.9453,12,
0.2024,0.0014,0.4029,8,
0.0862,0.0473,23.0956,4,
0.0102,0.0059,246.7792,13,
0.0235,0.0017,28.4174,6,
0.2759,0.0800,11.1264,14,
0.1516,0.0120,6.5421,11,
0.2315,0.0022,0.4598,9,
0.0081,0.0029,356.9693,13,
0.0293,0.0010,56.9497,6,
0.2728,0.0719,10.7960,14,
0.0232,0.0035,52.7831,4,
0.2273,0.0267,5.0131,10,
0.2304,0.0015,1.7136,9,
0.0086,0.0030,335.6014,13,
0.0206,0.0024,48.3868,6,
0.2511,0.0581,10.2852,14,
0.1256,0.0111,12.2852,5,
0.0442,0.0103,37.7048,7,
0.2228,0.0329,6.4844,12,
0.2046,0.0020,0.5383,8,
0.0090,0.0034,325.8562,13,
0.0207,0.0006,11.3984,6,
0.2414,0.0901,10.4971,14,
0.1231,0.0067,11.0330,8,
0.3062,0.0774,8.4383,36,
0.1934,0.0045,1.4843,8,
0.1205,0.0260,16.6884,4,
0.0098,0.0051,283.7540,13,
0.0312,0.0010,8.6327,6,
0.2218,0.0752,11.0482,13,
0.1519,0.0090,4.5951,12,
0.3322,0.0383,9.1965,33,
0.1386,0.0035,1.6613,6,
0.1284,0.0264,17.3517,4,
0.0096,0.0040,300.9207,13,
0.0189,0.0021,48.0921,6,
0.2199,0.0747,11.1734,13,
0.4928,0.2036,4.9111,44,
0.1411,0.0022,3.3393,6,
0.1364,0.0280,16.3703,4,
0.0086,0.0037,280.4205,13,
0.0199,0.0025,66.4785,6,
0.2660,0.0664,10.9869,14,
0.3676,0.0459,2.4702,25,
0.1886,0.0253,11.3008,19,
0.1393,0.0059,2.4812,6,
0.0092,0.0039,291.0635,14,
0.0303,0.0007,7.8058,6,
0.2408,0.0669,10.7309,14,
0.3593,0.0305,5.8235,30,
0.1868,0.0201,18.9071,18,
0.1119,0.0027,2.8444,5,
0.0087,0.0032,240.4651,13,
0.0217,0.0015,31.4886,6,
0.2411,0.0748,10.6862,14,
0.4977,0.1759,5.6947,55,
0.0860,0.0024,2.6886,4,
0.1652,0.0532,11.9960,4,
0.0176,0.0052,117.5228,13,
0.0245,0.0011,113.5107,6,
0.2662,0.0747,11.0116,14,
0.4981,0.1790,5.8234,55,
0.0099,0.0021,298.4631,13,
0.0188,0.0006,15.1436,6,
0.2409,0.0726,10.9922,14,
0.4879,0.1791,6.2471,54,
0.0097,0.0018,262.8960,13,
0.0216,0.0003,5.1822,6,
0.2592,0.0489,10.2839,14,
0.4854,0.1787,6.5555,54,
0.0122,0.0031,249.5447,13,
0.0247,0.0009,18.1589,6,
0.2420,0.0774,11.1653,14,
0.4717,0.1250,6.8375,55,
0.1415,0.0388,11.8914,4,
0.0098,0.0014,299.1261,13,
0.0473,0.0023,10.0079,7,
0.2250,0.0812,11.1917,13,
0.4950,0.1345,6.5148,57,
0.0088,0.0025,249.8585,13,
0.0230,0.0018,29.4015,6,
0.2283,0.0679,10.9381,13,
0.4879,0.1177,6.4626,56,
0.0868,0.0044,4.6190,4,
0.1500,0.0373,10.6629,4,
0.0083,0.0018,201.3858,13,
0.0246,0.0011,129.6588,6,
0.2659,0.0613,10.4695,14,
0.5120,0.1245,6.0264,58,
0.0822,0.0018,2.4314,4,
0.0085,0.0026,362.2264,13,
0.0434,0.0019,11.1258,7,
0.2289,0.0770,10.7901,13,
0.5140,0.1141,5.9808,58,
0.0845,0.0022,2.6413,4,
0.1642,0.0520,11.5303,4,
0.0084,0.0021,357.6283,13,
0.0171,0.0012,37.6222,6,
0.2540,0.0778,10.0639,14,
0.5040,0.1083,5.7921,58,
0.1123,0.0020,1.3428,5,
0.0159,0.0035,90.9738,13,
0.0189,0.0021,46.9983,6,
0.2522,0.0626,10.5255,14,
0.5058,0.1057,5.6338,58,
0.1132,0.0052,3.5357,5,
0.0089,0.0026,340.3528,13,
0.0509,0.0021,6.2375,6,
0.2406,0.0733,11.1499,14,
0.5207,0.0939,5.3256,59,
0.0871,0.0019,2.0474,4,
0.0103,0.0030,188.8331,13,
0.0423,0.0018,9.5070,7,
0.2460,0.0722,10.2477,14,
0.5104,0.0872,5.5051,59,
0.1121,0.0027,1.7109,5,
0.1225,0.0266,18.1085,4,
0.0084,0.0017,231.9532,13,
0.0322,0.0009,13.4846,6,
0.2217,0.0767,11.1409,13,
0.5266,0.0702,5.1745,60,
0.1142,0.0023,3.5596,5,
0.0094,0.0029,211.2627,14,
0.0549,0.0037,12.4663,6,
0.2382,0.0685,11.2273,14,
0.5096,0.0587,5.5831,59,
0.1391,0.0088,4.2181,6,
0.1344,0.0287,12.8957,4,
0.0084,0.0012,188.2946,13,
0.0303,0.0014,11.9068,6,
0.2443,0.0657,10.8731,14,
0.5444,0.0424,1.9983,62,
0.1448,0.0025,3.0363,6,
0.0088,0.0034,353.4300,13,
0.0307,0.0006,33.5638,7,
0.2466,0.0680,10.0574,14,
0.5544,0.0461,1.4446,63,
0.1435,0.0016,1.5119,6,
0.0134,0.0054,186.2528,13,
0.0284,0.0008,24.7377,6,
0.2397,0.0839,10.7852,14,
0.5482,0.0497,1.1955,62,
0.1706,0.0071,2.1019,7,
0.1097,0.0264,18.8406,4,
0.0087,0.0040,288.0776,13,
0.0263,0.0009,32.0979,6,
0.2205,0.0737,11.5140,13,
0.5499,0.0497,1.3277,61,
0.1349,0.0034,2.0098,6,
0.1265,0.0281,13.9748,4,
0.0085,0.0034,244.7111,13,
0.0272,0.0014,15.7300,6,
0.2463,0.0875,10.4109,14,
0.5531,0.0569,1.2634,61,
0.1672,0.0057,1.8794,7,
0.0084,0.0021,338.1989,13,
0.0254,0.0008,52.7961,6,
0.2384,0.0786,11.0932,14,
0.5498,0.0546,1.2386,61,
0.1611,0.0017,0.7438,7,
0.1043,0.0287,17.7298,4,
0.0088,0.0015,337.0261,13,
0.0200,0.0026,62.9385,6,
0.2249,0.0719,10.8040,13,
0.5392,0.0506,1.2863,60,
0.1987,0.0013,0.6872,8,
0.1454,0.0547,14.1089,4,
0.0237,0.0053,85.5843,13,
0.0473,0.0044,15.4400,7,
0.2418,0.0780,10.9673,14,
0.5546,0.0564,1.2896,60,
0.1710,0.0015,0.8135,7,
0.0726,0.0225,27.7030,4,
0.0135,0.0030,128.0848,13,
0.0208,0.0021,47.4086,6,
0.2447,0.0653,11.1274,14,
0.5501,0.0563,1.2638,60,
0.1999,0.0013,0.9447,8,
0.0076,0.0028,361.6352,12,
0.0551,0.0037,10.4095,7,
0.2397,0.0703,11.1278,14,
0.5409,0.0563,1.3013,59,
0.2010,0.0054,1.7249,8,
0.1231,0.0303,14.2758,4,
0.0088,0.0031,264.5689,13,
0.0262,0.0009,63.9373,6,
0.2295,0.0685,10.5756,13,
0.5372,0.0526,1.1993,59,
0.2010,0.0034,1.1221,8,
0.1219,0.0009,0.7009,4,
0.0105,0.0013,201.5426,12,
0.0226,0.0013,21.6846,6,
0.2678,0.0663,10.7145,14,
0.5462,0.0529,1.2226,59,
0.1739,0.0023,1.8164,7,
0.0092,0.0022,335.2150,14,
0.0321,0.0008,23.5082,6,
0.2415,0.0826,10.5388,14,
0.5307,0.0506,1.1911,59,
0.1981,0.0028,1.4734,8,
0.0083,0.0026,321.1779,13,
0.0343,0.0005,5.3700,6,
0.2467,0.0544,10.5322,14,
0.5410,0.0529,1.1562,59,
0.1987,0.0053,1.3856,8,
0.0217,0.0033,59.4853,13,
0.0381,0.0011,6.6989,6,
0.2398,0.0794,10.8781,14,
0.5420,0.0558,1.2747,59,
0.1680,0.0027,9.8280,7,
0.1099,0.0233,18.4002,4,
0.0115,0.0030,262.7799,13,
0.0236,0.0014,29.0246,6,
0.2380,0.0883,10.8735,14,
0.5425,0.0519,1.2439,59,
0.1714,0.0043,1.7157,7,
0.0099,0.0054,261.4691,12,
0.0423,0.0028,12.1404,7,
0.2348,0.0824,11.0153,14,
0.5427,0.0524,1.2469,59,
0.2013,0.0031,2.2173,8,
0.0087,0.0056,296.4528,12,
0.0341,0.0005,5.0610,6,
0.2520,0.0758,10.1274,14,
0.5263,0.0435,1.1704,59,
0.2015,0.0016,1.4289,8,
0.0086,0.0034,313.3252,13,
0.0245,0.0014,23.4009,6,
0.2282,0.0751,10.8751,13,
0.5405,0.0527,1.2412,59,
0.2016,0.0045,1.3506,8,
0.0079,0.0022,281.5654,12,
0.0303,0.0007,7.8058,6,
0.2431,0.0713,10.6637,14,
0.5335,0.0508,1.2539,59,
0.2256,0.0027,1.2657,9,
0.0090,0.0050,325.0321,13,
0.0188,0.0010,24.0971,6,
0.2422,0.0770,10.8596,14,
0.5398,0.0498,1.2728,59,
0.2008,0.0018,1.2311,8,
0.0084,0.0045,324.3120,13,
0.0460,0.0026,10.7546,6,
0.2378,0.0827,10.8939,14,
0.5417,0.0521,1.2930,59,
0.2251,0.0022,0.7152,9,
0.0127,0.0035,157.6752,13,
0.0297,0.0010,10.9435,6,
0.2255,0.0763,11.0573,13,
0.5423,0.0516,1.2763,59,
0.2002,0.0018,2.7420,8,
0.0087,0.0027,339.9262,13,
0.0469,0.0025,9.7163,6,
0.2398,0.0814,10.6469,14,
0.5172,0.0272,1.0503,58,
0.2274,0.0045,1.0166,9,
0.0106,0.0035,235.9949,13,
0.0208,0.0002,8.6122,6,
0.2405,0.0763,10.6446,14,
0.5426,0.0548,1.3351,59,
0.2016,0.0018,0.4617,8,
0.1751,0.0516,10.4517,4,
0.0092,0.0050,289.2402,13,
0.0313,0.0015,11.9902,6,
0.2515,0.0576,10.6300,14,
0.5219,0.0350,1.1506,58,
0.1976,0.0043,1.1476,8,
0.0095,0.0045,262.5435,12,
0.0181,0.0005,14.1777,6,
0.2288,0.0790,10.8798,13,
0.5393,0.0457,1.2037,59,
0.1975,0.0042,1.1423,8,
0.0085,0.0050,265.0114,13,
0.0246,0.0006,8.5223,6,
0.2399,0.0711,11.3340,14,
0.5399,0.0475,1.3350,59,
0.1652,0.0022,0.7473,7,
0.0113,0.0045,181.3364,13,
0.0246,0.0011,76.3370,6,
0.2553,0.0493,10.5530,14,
0.5391,0.0463,1.2290,59,
0.1994,0.0017,1.3134,8,
0.0083,0.0044,317.5142,13,
0.0215,0.0002,5.2283,6,
0.2386,0.0736,11.1892,14,
0.5534,0.0519,1.2586,59,
0.1980,0.0022,14.4419,8,
0.0085,0.0040,336.3863,13,
0.0581,0.0046,11.6313,7,
0.2417,0.0770,10.6602,14,
0.5424,0.0490,1.2521,59,
0.1990,0.0055,1.1897,8,
0.0083,0.0021,374.2193,12,
0.0217,0.0023,34.8699,6,
0.2277,0.0745,10.8271,13,
0.5404,0.0535,1.3792,59,
0.2004,0.0047,1.2788,8,
0.0119,0.0048,227.2442,13,
0.0226,0.0016,28.8409,6,
0.2405,0.0772,10.6393,14,
0.5335,0.0469,1.2677,59,
0.2017,0.0018,0.4612,8,
0.0085,0.0038,272.3426,13,
0.0206,0.0005,10.4201,6,
0.2285,0.0758,10.5435,13,
0.5450,0.0532,1.3430,59,
0.1979,0.0057,1.5921,8,
0.0094,0.0039,298.3172,14,
0.0212,0.0013,26.1109,5,
0.2401,0.0795,10.2743,14,
0.5376,0.0513,1.4053,59,
0.2017,0.0028,0.7104,8,
0.0087,0.0025,307.8559,13,
0.0191,0.0008,15.7330,6,
0.2414,0.0616,10.4818,14,
0.5387,0.0445,1.2336,59,
0.1725,0.0019,4.0273,7,
0.0085,0.0035,280.1919,12,
0.0216,0.0014,28.7477,6,
0.2459,0.0705,10.9079,14,
0.5388,0.0452,1.2962,59,
0.1709,0.0016,10.8653,7,
0.0079,0.0018,264.0576,12,
0.0440,0.0025,13.4936,6,
0.2419,0.0721,10.8162,14,
0.5536,0.0602,1.4134,59,
0.1997,0.0044,1.4198,8,
0.0084,0.0062,284.2562,13,
0.0217,0.0010,78.4588,6,
0.2440,0.0772,10.6957,14,
0.5374,0.0418,1.1547,59,
0.1709,0.0017,0.6000,7,
0.0084,0.0022,316.5227,13,
0.0372,0.0014,9.0296,6,
0.2241,0.0834,11.2129,13,
0.5339,0.0462,1.2808,59,
0.1728,0.0019,0.6315,7,
0.0082,0.0035,332.4935,13,
0.0482,0.0018,6.5466,7,
0.2518,0.0718,10.1411,14,
0.5420,0.0518,1.3581,59,
0.2003,0.0055,1.6650,8,
0.0087,0.0032,280.9435,13,
0.0365,0.0021,12.2400,7,
0.2548,0.0568,10.1794,14,
0.5563,0.0644,1.5120,59,
0.1956,0.0011,4.7273,8,
